rhhnum,region,geoid10,anyvmt,lnvmt,autotrips,anywalk,walktrips,anybike,biketrips,anytransit,transittrips,veh,hhsize,hhworker,htype,sf,hhincome,lnhhincome,income_cat,actden,jobpop,entropy,intden,pct4way,stopden,emp10a,emp20a,emp30a,emp30t,intptlat10,intptlon10
60002238,6,530330097025,1,3.38759172960638,6,1,1,0, ,0, ,3,2,1,1,1, , , ,6.5704093306288,.773062292578587,.357531960367179,186.044107957262,44.4444444444444,54.2628648208679,.671786007186258,21.4131011015002,43.5522476313894,20.3652939070861,47.5770875,-122.3990206
60002254,6,530330304041,1,3.09280270728933,2,0, ,0, ,0, ,1,1,1,1,1,108.48658,4.68662647869475,3,2.07853825934742,.206726038896848,.322265705904267,128.218707666921,17.3913043478261,0,.558452915509359,7.71271052428874,24.962505493908,10.3501261899691,47.2712081,-122.2907398
60002318,6,530330048002,1,2.29034836654561,4,0, ,0, ,0, ,2,2,1,1,1, , , ,12.2556621232905,.789450313242671,.223107524703257,355.548622994591,42.5806451612903,38.9956554252132,11.5452494120952,27.8712182656016,53.4198727678875,26.7105310853244,47.6596645,-122.3581925
60002324,6,530330309023,1,3.05600032556811,5,0, ,0, ,0, ,4,3,1,1,1,39.96874,3.68809764858362,2,4.24802224815021,.881574645882577,.179414167421832,115.951271478161,9.375,36.2347723369254,.990432670741598,6.31431270644634,22.8869976755672,6.06119647121192,47.2717618,-122.2420754
60002325,6,530330226041,1,3.38740764838356,5,0, ,0, ,0, ,4,1,1,1,1,119.90622,4.78670993725173,3,5.15041210151373,.640406054980576,.730201369620652,130.426730175789,24,54.7792266738314,6.91343186874431,16.9301288179829,52.6529911780298,19.2752912337618,47.6806873,-122.1700227
60002327,6,530330222021,1,2.673682557598,13,0, ,0, ,0, ,2,2,0,1,1, , , ,5.90510152418038,.268990410051442,0,232.068755285464,6.77966101694915,0,.971232311881794,14.854620999642,39.389847711136,8.47942219946624,47.7302416,-122.2162231
60002329,6,530530624001,0, ,0,1,4,0, ,0, ,1,2,0,1,1,39.96874,3.68809764858362,2,7.04419390093068,.870804848996149,.588223862027628,99.1278997726817,75,40.5523226342789,4.33616599984594,11.400878572173,18.6066769672722,10.2678874847643,47.2174624,-122.430138
60002330,6,530610534002,1,4.15465116845309,11,0, ,0, ,0, ,2,2,1,1,1,74.22766,4.30713685698984,2,.309253778364161,.77012246980771,0,21.1436158966162,20,0,0,0,.468114943882845,1.62812246543935,48.2221824,-122.2089778
60002343,6,530610536023,1,3.25331469986011,3,0, ,0, ,0, ,1,1,0,1,1, , , ,.0105047396464669,.523102959103492,0,0, ,0,0,0,.145503604456749,2.59363431642191,48.0123273,-121.6786912
60002354,6,530610416012,1,1.49976146431071,2,0, ,0, ,0, ,2,1,0,1,1,17.12946,2.84079978819642,1,3.82222456336213,.511813650090445,.439245696251565,105.531810898103,26.3157894736842,0,.887747565689015,7.6884693632504,14.479675938722,8.13109710510696,47.9125248,-122.2023549
60002367,6,530530721122,1,3.65974286002728,6,0, ,0, ,0, ,3,2,0,1,1,74.22766,4.30713685698984,2,3.81807195071218,.0942890192505377,.263267788085524,118.861308663008,10,0,.339036425176371,4.88006289108696,13.4451787275883,2.45560695789288,47.1585997,-122.5837219
60002426,6,530330273001,1,3.17042344148225,6,0, ,0, ,0, ,3,2,2,1,1,74.22766,4.30713685698984,2,6.43288423883808,.890866015803547,.249272486090258,156.171372052265,28.8888888888889,20.8228496069687,4.04810397872215,24.2277377786034,44.0552517229349,16.2974798254636,47.4812437,-122.2898439
60002456,6,530610519131,1,3.34567336597331,14,0, ,0, ,0, ,4,4,3,1,1,85.6473,4.45023770063052,3,3.25924612798087,.314211949532709,.349229999775507,81.6972386333342,15.7894736842105,8.59970932982465,2.44173059234523,12.6928531619989,44.8528878699043,7.47024227567864,47.7987052,-122.2779583
60002457,6,530330063002,1,1.05957173946451,1,0, ,0, ,1,1,2,2,1,1,1, , , ,3.40138619584597,.923520888130438,.366568374449721,227.471156322862,48.5294117647059,43.4871328264295,15.7883021672051,33.798805159969,56.8767869360532,30.4271315230246,47.6308773,-122.277006
60002495,6,530330060002,1,2.03805632551698,4,0, ,0, ,0, ,2,2,2,1,1,85.6473,4.45023770063052,3,10.813616103559,.891026587065274,.355375809000492,279.805069135169,55.5555555555556,46.6341781891949,18.8856768721199,29.3874802332589,55.6352770062393,27.784391864032,47.6438245,-122.3512017
60002502,6,530330105001,1,3.40501889918244,10,1,2,0, ,0, ,2,2,2,1,1,108.48658,4.68662647869475,3,14.4026612299692,.469261545765278,.709922178974188,153.868796746009,55.0724637681159,64.6694942845547,2.31876900212507,28.0405665635096,49.0211215275103,20.3652939070861,47.5601821,-122.3788541
60002503,6,530530611007,1,2.18209569573992,5,0, ,0, ,0, ,2,2,0,1,1,39.96874,3.68809764858362,2,6.06242095486144,.686845769063576,.940781502733535,130.2257885363,44.1176470588235,61.2827240170826,5.31719672495118,10.2958667687665,17.6180567197858,8.03889007199851,47.2514011,-122.5080391
60002509,6,530530633004,1,3.49061756917646,10,0, ,0, ,0, ,1,1,0,1,1,62.80802,4.14008277232668,2,5.83032299419077,.421402671754629,.462244313298707,162.418206858498,63.013698630137,46.7230458086091,2.68640773179761,11.9608040815772,19.1590129542952,9.27218745893729,47.2028304,-122.4191529
60002512,6,530330078003,1,3.23469596980006,5,0, ,0, ,0, ,2,2,1,1,1,131.32586,4.87768171545746,3,9.40641386154665,.79678927987117,.23836945045684,245.368128870847,66.9642857142857,67.9143928124665,12.9342452843012,32.6260540373994,57.5389444446962,31.0802269153916,47.6138177,-122.2888922
60002535,6,530330025002,1,3.48497530845331,10,0, ,0, ,0, ,1,2,0,1,1,28.5491,3.35162541196241,1,11.76565166821,.738174689460534,.201899804077214,206.059131522827,51.8072289156626,57.1007231930724,5.18143489549114,29.4904485294451,55.6777556762831,26.0795246013802,47.6794113,-122.30366
60002539,6,530610536021,1,4.60975425765303,8,0, ,0, ,0, ,3,2,2,1,1,85.6473,4.45023770063052,3, , , , , , ,0,0,.145503604456749,2.59363431642191,48.0567128,-121.9418279
60002542,6,530330045001,1,2.47712450934595,3,0, ,0, ,0, ,1,1,0,1,1, , , ,17.704763360174,.848723110434779,.62703694458706,255.274893241518,65.4320987654321,81.9400891886355,19.3171468833117,35.7407600396921,60.9629518031346,29.4949229493564,47.6685438,-122.319523
60002543,6,530330323222,1,3.71682748985408,12,0, ,0, ,0, ,3,4,2,1,1,85.6473,4.45023770063052,3,2.61201822658984,.377925222609875,.210753703093326,175.282855640433,1.61290322580645,0,.170594338895962,9.84581941920897,21.036343617325,7.27535013751761,47.7322207,-122.1017003
60002551,6,530530735002,1,3.32396603372616,5,0, ,0, ,0, ,2,2,2,1,1,74.22766,4.30713685698984,2,1.2239527759422,.590453637052615,0,65.7157356328973,16.6666666666667,0,.0659268959080014,7.02415960199185,18.3933207671988,9.52026289199317,47.2192368,-122.2769084
60002563,6,530330203003,1,1.49629525633422,2,0, ,0, ,0, ,3,2,0,1,1,39.96874,3.68809764858362,2,8.18294507213861,.601224353420736,.705199398917437,131.502672993108,32.6530612244898,34.8884642634777,2.95849777298493,12.6711040829365,41.5839559762391,7.97313309077069,47.7655617,-122.3441761
60002575,6,530530716022,1,1.74277548782766,5,0, ,0, ,0, ,1,1,0,3,0,5.70982,1.74218749952831,1,4.68344948748958,.737885666257892,.0674188028368631,143.244607779826,26.2295081967213,0,.978935110716406,10.5478502394664,17.2345026484035,8.64962007077513,47.1623053,-122.4084219
60002591,6,530530609051,1,3.05635689537043,10,0, ,0, ,0, ,2,2,1,1,1,51.38838,3.93941207686453,2,12.1020280163691,.968746668786201,.870550175144433,196.744165130188,8.57142857142857,56.2126186086253,1.83791045722908,8.65403785245969,13.3730782649672,7.31273136715617,47.2609866,-122.5214846
60002605,6,530610527071,1,3.95965419709002,6,0, ,0, ,0, ,2,2,2,1,1,97.06694,4.57540084358452,3,2.12649267587856,.133138675357216,0,22.1439801589938,0,0,.261781883923353,4.09590664207812,9.48916850552109,2.5195515158655,48.028416,-122.1274726
60002622,6,530530604005,1,3.1248621015981,10,0, ,0, ,0, ,2,2,1,1,1, , , ,5.9320223594071,.150435234093414,.258927483054306,228.810960960274,56,29.7454249248356,1.50697329847439,8.18767869360532,14.119740007884,5.16585938314175,47.287685,-122.499746
60002658,6,530610533013,1,4.02269372130756,4,0, ,0, ,0, ,2,2,2,1,1,74.22766,4.30713685698984,2,1.73506574303112,.768128528547229,.758565866152501,149.220323808103,15.3846153846154,14.3481080584714,.190984100516994,.203557786849963,1.37664873877997,.267275791915686,48.2439225,-122.3330333
60002673,6,530330004012,1,4.15730722995156,4,1,4,0, ,0, ,1,1,1,1,1,51.38838,3.93941207686453,2,8.22240185862122,.714282165615395,.150077305437004,126.139113422231,36.734693877551,38.614014312928,2.74123353526749,26.4955323766759,46.5801838703392,25.4636971621983,47.7295922,-122.3582502
60002702,6,530330309012,1,2.07165940123778,3,0, ,0, ,0, ,2,2,2,1,1,62.80802,4.14008277232668,2,4.70946069379517,.6668767430138,.385783318404556,109.235623722998,45.4545454545455,24.8262781188633,1.10841009700995,8.67318157309276,26.2750963982619,9.5607592241016,47.2725678,-122.2549396
60002707,6,530330096005,1,1.43360687448481,4,0, ,0, ,0, ,1,1,0,3,0,28.5491,3.35162541196241,1,9.41715832197791,.661688640749463,.123029788947205,233.294274216211,47.7272727272727,42.4171407665838,1.83162361406259,26.2814965178818,48.4199633890502,17.9763501420487,47.5923106,-122.3884249
60002709,6,530530631001,1,3.27254467376887,4,0, ,0, ,0, ,2,2,1,1,1,74.22766,4.30713685698984,2,6.64610761418291,.537256232909713,.426353074958366,185.394730953888,66.6666666666667,51.1433740562449,5.5737112537891,11.5780995835958,18.6621824294628,9.67239316897675,47.2041616,-122.4471117
60002736,6,530330234011,1,1.59223655007555,3,0, ,0, ,0, ,1,1,0,1,1, , , ,4.86489379719611,.625083072588427,.523024955258237,142.678228887585,25.9259259259259,23.7797048145976,7.00773451624158,31.1668834022809,55.7902391945591,14.1977874843112,47.5934696,-122.1371711
60002753,6,530330099004,1,4.06742576585751,28,0, ,0, ,0, ,2,4,1,2,0,62.80802,4.14008277232668,2,3.83570684715089,.70551892388897,.837554401196291,141.563655513338,18,39.6378235437347,8.64599522426472,31.8089343404365,54.7161518629446,27.1090376485621,47.5819888,-122.3565802
60002759,6,530330290041,1,3.24554407195036,9,0, ,0, ,0, ,2,2,2,1,1,62.80802,4.14008277232668,2,6.30571875924454,.895336585380606,.7507195709706,131.873928524331,24.3243243243243,14.2566409215493,.809360259901495,14.5638969818622,39.8708195324854,11.2107440450568,47.3815329,-122.2963448
60002760,6,530610505004,1,2.96183072187831,2,0, ,0, ,0, ,1,1,0,3,0, , , ,5.80225589503908,.37674802590321,.45027600259598,159.655967141772,51.6129032258064,54.0770211286647,1.87659436608231,7.14598842767752,35.4338941272955,3.14353485969578,47.8062926,-122.3865349
60002844,6,530330214002,1,1.83845564975374,4,0, ,0, ,0, ,1,1,0,1,1,39.96874,3.68809764858362,2,3.66677739612433,.692844787913588,.08026480201919,132.677806688436,22.2222222222222,14.7419785209373,1.36197943805817,13.7505720460899,50.3721131495838,7.734289688671,47.7498738,-122.2944317
60002859,6,530530729051,1,5.45789041891891,25,1,10,0, ,0, ,3,5,1,1,1, , , ,2.93900895099909,.866855330312335, ,207.974330025551,18.1818181818182,0,0,0,1.12862994395081,11.2135193181664,47.0870566,-122.6128266
60002873,6,530330111021,1,2.22608906000394,6,0, ,0, ,0, ,1,1,0,1,1,17.12946,2.84079978819642,1,5.27078333333333,.665014005176415,.257373856952935,194.42450346973,21.5384615384615,41.8760469011725,.637916347604656,29.9261097694145,51.3951694389191,20.4625983805998,47.5379284,-122.2633605
60002891,6,530330236013,1,2.79925696932194,2,0, ,0, ,1,2,2,3,2,1,1,171.2946,5.14338488119046,3,4.31504131899785,.352799518246142,0,103.897592800255,3.44827586206897,7.1653512276038,9.58771902002275,30.272112696478,55.2260091799238,19.6101364301605,47.6072895,-122.1655115
60002896,6,530330263001,1,3.60819054286379,3,0, ,0, ,0, ,1,1,1,1,1, , , ,4.58083934035634,.845219357359428,.0556840131506311,120.09242312884,30,33.6258784760752,2.30370323381619,30.6213440024649,50.8883139479563,9.79852649989352,47.5150478,-122.2942858
60002903,6,530330302014,1,2.87980562185828,6,0, ,0, ,1,2,2,2,1,2,0,62.80802,4.14008277232668,2,5.73418830924986,.461388777277152,.306062624509664,150.208790218404,12.5,26.2865382882206,1.42762314283255,7.09801584964137,23.8324595942891,4.47022868250423,47.3185675,-122.3521325
60002930,6,530610526043,1,2.36276922775053,6,0, ,0, ,1,1,2,4,2,1,1,154.16514,5.03802436553264,3,2.32175041347943,.542348123144424,0,113.706843084557,0,0,.210637565190599,3.81005351179661,9.56557347337324,2.779860805894,47.9876597,-122.0938537
60002933,6,530330021001,1,2.71835726075609,4,0, ,0, ,0, ,2,2,1,1,1,154.16514,5.03802436553264,3,6.02062421502863,.618934268272188,.146507344560163,129.341872870319,41.3793103448276,28.9904197812784,5.32008527451416,28.2325135138809,54.365617877743,16.0879183865808,47.6962622,-122.2939347
60002934,6,530330058023,0, ,0,1,2,0, ,1,4,0,1,1,3,0,17.12946,2.84079978819642,1,5.80305945301305,.91827232508241,.285715329937321,282.117290263427,46.5909090909091,89.764592356545,9.92726518923964,27.9095057068677,50.0020956143888,23.4426186797403,47.6295765,-122.3801593
60002935,6,530530725054,1,2.45137382967992,10,1,2,0, ,0, ,2,4,2,1,1,131.32586,4.87768171545746,3,.919479756681754,.788868359743509,.545407346028949,74.1258935644826,6.25,18.5314733911206,.0670030222157781,.665329249339598,6.97511089764793,2.34606862740656,47.3732228,-122.5838277
60002936,6,530530729051,1,3.93103040405419,9,1,2,0, ,0, ,2,2,1, ,0,74.22766,4.30713685698984,2,2.94268085832319,.866460008339916, ,196.722117713597,17.1875,0,0,0,1.12862994395081,11.2135193181664,47.0870566,-122.6128266
60002966,6,530610415001,1,3.20733663554843,3,0, ,0, ,0, ,2,1,1,1,1,97.06694,4.57540084358452,3,2.29460970455945,.563011975634427,.578179361540439,122.014120361384,18.1818181818182,0,2.07890611194432,8.07179688172579,14.5739785862192,7.97098083815513,47.9565173,-122.1911686
60002979,6,530610519051,1,3.3598121654993,5,1,2,0, ,0, ,2,2,2,2,0,97.06694,4.57540084358452,3,6.14635148722522,.910687560916583,.244480940011909,99.0932963385027,13.3333333333333,6.60621975590018,1.96647923189502,11.7806945205914,37.3116212579124,5.4811643913203,47.811803,-122.285567
60002980,6,530330046003,1,2.30180959857752,7,0, ,0, ,0, ,1,1,1,1,1,28.5491,3.35162541196241,1,10.696370529674,.758315991253022,.452734567227132,270.605158588865,62.406015037594,30.5193787882179,13.4175392729464,32.2714420998736,56.2315076189743,25.7456422548358,47.6663665,-122.3326052
60002983,6,530610418122,0, ,2,0, ,0, ,0, ,1,1,1,3,0,51.38838,3.93941207686453,2,8.15498184151146,.916622059574449,.0275620377764371,54.8346324571673,25,16.4503897371502,2.0804353440659,10.8649676709002,20.4710374763819,8.92459866152543,47.8804126,-122.2625622
60002991,6,530610505003,1,2.61779183883592,10,0, ,0, ,0, ,1,1,1,3,0,39.96874,3.68809764858362,2,5.83471112391747,.968609159659108,.163176307830303,159.341812088201,33.3333333333333,15.9341812088201,1.87659436608231,7.14598842767752,35.4338941272955,3.14353485969578,47.798323,-122.3748692
60003019,6,530539400012,1,3.77524309884779,4,0, ,0, ,0, ,2,2,2,1,1,62.80802,4.14008277232668,2,.265684038794887,.635191528871121,.158519059350694,119.959453704648,25,0,.0514275098663791,0,4.65396309000041,15.4692590360627,47.3053995,-122.4435979
