Brooklyn Rolling Sales.  All Sales From October 2021 - September 2022,,,,,,,,,,,,,,,,,,, PTS Sales Data as of 10/11/2022 ,
"For sales prior to the Final Roll, Neighborhood Name and Descriptive Data reflect the most recent Final Roll.  Sales after the Final Roll, Neighborhood Name and Descriptive Data reflect current data.",,,,,,,,,,,,,,,,,,  ,  ,
Building Class Category is based on Building Class at Time of Sale.,,,,,,,,,,,,,,,,,,,,
Note: Condominium and cooperative sales are on the unit level and understood to have a count of one.,,,,,,,,,,,,,,,,,,,,
BOROUGH,NEIGHBORHOOD,BUILDING CLASS CATEGORY,TAX CLASS AT PRESENT,BLOCK,LOT,EASEMENT,BUILDING CLASS AT PRESENT,ADDRESS,APARTMENT NUMBER,ZIP CODE,RESIDENTIAL UNITS,COMMERCIAL UNITS,TOTAL UNITS,LAND SQUARE FEET,GROSS SQUARE FEET,YEAR BUILT,TAX CLASS AT TIME OF SALE,BUILDING CLASS AT TIME OF SALE, SALE PRICE ,SALE DATE
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,77,,B9,330 BAY 10TH STREET,,11228,2,0,2,"4,157","4,065",1960,1,B9,0,12/31/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,91,,B1,307 BAY 10TH STREET,,11228,2,0,2,"1,933","1,860",1955,1,B1,"1,258,000",5/17/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,98,,B3,293 BAY 10TH ST,,11228,2,0,2,"1,740","1,629",1955,1,B3,"1,180,000",5/10/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,158,,B1,334 BAY 11 STREET,,11228,2,0,2,"1,885","1,928",1955,1,B1,0,12/20/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6460,202,,B1,8842 16TH AVENUE,,11214,2,0,2,"2,130","2,024",1950,1,B1,"1,320,000",4/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,23,,B3,246 BAY 14 ST,,11214,2,0,2,"1,552","1,536",1940,1,B3,"908,000",5/9/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,55,,B9,8880 17TH AVENUE,,11214,2,0,2,"2,520","1,914",1955,1,B9,"1,195,000",2/17/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,88,,B1,287 BAY 14TH STREET,,11214,2,0,2,"1,964","1,546",1930,1,B1,0,11/10/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,97,,B1,267 BAY 14TH STREET,,11214,2,0,2,"1,795","1,152",1930,1,B1,"1,038,000",5/26/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,197,,B9,8889 16TH AVENUE,,11214,2,0,2,"2,357","1,240",1940,1,B9,"1,110,000",7/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,221,,B1,240 BAY 14TH STREET,,11214,2,0,2,"1,746","1,575",1940,1,B1,0,6/23/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,249,,B3,284 BAY 13TH STREET,,11214,2,0,2,"1,649",928,1945,1,B3,0,9/8/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6461,272,,B1,255 BAY 13 STREET,,11214,2,0,2,"1,649",928,1940,1,B1,0,7/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,25,,B1,8842 BAY 16TH STREET,,11214,2,0,2,"1,738","2,982",1960,1,B1,0,10/27/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6462,37,,B9,8874 BAY 16TH STREET,,11214,2,0,2,"1,937","2,280",1960,1,B9,"1,200,000",2/11/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,4,,B1,1289 SHORE PARKWAY,,11214,2,0,2,"1,830","1,980",1950,1,B1,0,1/21/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,92,,B1,1321 SHORE PARKWAY,,11214,2,0,2,"1,979","1,440",1950,1,B1,"1,155,000",2/28/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,98,,B1,1307 SHORE PARKWAY,,11214,2,0,2,"1,979","1,440",1950,1,B1,0,10/26/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,119,,B1,8867 18TH AVENUE,,11214,2,0,2,"1,802","1,320",1950,1,B1,"1,160,000",11/19/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6463,122,,B1,8861 18TH AVENUE,,11214,2,0,2,"1,773","1,320",1950,1,B1,"1,060,000",11/23/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,53,,B3,286 BAY 20TH STREET,,11214,2,0,2,"2,199","1,645",1940,1,B3,"995,000",8/15/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,101,,B3,317 BAY 20TH STREET,,11214,2,0,2,"2,562","1,561",1945,1,B3,"950,000",3/31/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,104,,B3,307 BAY 20TH STREET,,11214,2,0,2,"2,127","1,561",1945,1,B3,"966,000",11/5/2021
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,144,,B2,8836 19TH AVE,,11214,2,0,2,"1,933","2,406",1940,1,B2,"1,300,000",7/28/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,153,,B3,8860 19TH AVENUE,,11214,2,0,2,"2,127","1,687",1940,1,B3,"660,000",2/4/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6464,178,,B9,1375 SHORE PARKWAY,,11214,2,0,2,"2,167","1,741",1940,1,B9,"1,238,000",1/25/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,26,,B9,1940 20TH DRIVE,,11214,2,0,2,"2,376","1,888",1940,1,B9,"998,000",1/28/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,32,,B9,1956 20TH DR,,11214,2,0,2,"2,214","1,888",1940,1,B9,"1,160,000",2/4/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6465,78,,B3,8877 19TH AVENUE,,11214,2,0,2,"2,126","1,700",1940,1,B3,"950,000",8/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,8,,B9,8894 20TH AVENUE,,11214,2,0,2,"2,160","1,993",1945,1,B9,0,2/17/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,9,,B9,8898 20TH AVENUE,,11214,2,0,2,"2,160","1,993",1945,1,B9,0,7/12/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,42,,B9,1409 SHORE PARKWAY,,11214,2,0,2,"2,090","2,292",1945,1,B9,0,3/23/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6468,62,,B1,1906 19TH LANE,,11214,2,0,2,"1,710","1,584",1945,1,B1,0,4/5/2022
3,BATH BEACH,02 TWO FAMILY DWELLINGS,1,6485,79,,B9,1109 SHORE PARKWAY,,11228,2,0,2,"1,961","1,224",1960,1,B9,"949,000",5/5/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6357,23,,C0,8623 14TH AVENUE,,11228,3,0,3,"2,320","2,160",1930,1,C0,0,3/23/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6357,23,,C0,8623 14TH AVENUE,,11228,3,0,3,"2,320","2,160",1930,1,C0,0,5/17/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6362,12,,C0,69 BAY 11TH STREET,,11228,3,0,3,"3,800","3,134",1899,1,C0,"1,720,000",8/15/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,69,,C0,8658 BAY 16TH STREET,,11214,3,0,3,"2,902","3,654",2020,1,C0,10,12/6/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,70,,C0,8660 BAY 16TH STREET,,11214,3,0,3,"1,931","3,037",2020,1,C0,"1,907,182",1/5/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,71,,C0,N/A BAY 16TH STREET,,11214,3,0,3,"1,931","3,037",2020,1,C0,"1,960,131",1/28/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6366,72,,C0,N/A BAY 16TH STREET,,11214,3,0,3,"2,902","3,654",2020,1,C0,"2,026,318",11/18/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6367,79,,C0,74 BAY 17TH STREET,,11214,3,0,3,"4,832","2,933",1920,1,C0,0,9/7/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6371,8,,C0,1853 BENSON,,11214,3,0,3,"1,856","2,375",1930,1,C0,0,2/14/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6373,79,,C0,64 BAY 23RD STREET,,11214,3,0,3,"3,866","2,208",1935,1,C0,"1,400,000",6/21/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6374,35,,C0,39 BAY 23RD STREET,,11214,3,0,3,"3,867","2,769",1910,1,C0,"1,900,000",11/8/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6375,56,,C0,46 BAY 25TH STREET,,11214,3,0,3,"3,383","3,527",1920,1,C0,"1,950,000",4/7/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6376,51,,C0,16A BAY 26TH STREET,,11214,3,0,3,"1,933","2,915",1960,1,C0,0,4/28/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6379,15,,C0,65 BAY 28TH STREET,,11214,3,0,3,"5,800","3,878",1899,1,C0,0,3/8/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6392,28,,C0,117 BAY 7TH STREET,,11228,3,0,3,"2,296","2,160",1930,1,C0,0,6/15/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6392,47,,C0,94 BAY 8TH STREET,,11228,3,0,3,"2,248","2,970",1930,1,C0,"1,350,000",3/21/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,24,,C0,125 BAY 11TH STREET,,11228,3,0,3,"1,933","2,176",1925,1,C0,"1,250,000",2/22/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,42,,C0,1560 BENSON AVENUE,,11228,3,0,3,"1,799","2,268",1930,1,C0,"1,300,000",6/29/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6396,50,,C0,8706 16TH AVENUE,,11214,3,0,3,"1,940","1,828",1955,1,C0,"1,285,000",5/26/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6398,27,,C0,121 BAY 13TH STREET,,11214,3,0,3,"2,708","2,880",1920,1,C0,0,2/16/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6398,36,,C0,1630 BENSON AVENUE,,11214,3,0,3,"1,632","2,400",1955,1,C0,"1,790,000",7/18/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6399,14,,C0,149 BAY 14TH STREET,,11214,3,0,3,"3,360","1,800",1930,1,C0,"1,500,000",4/15/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,15,,C0,8745 17TH AVENUE,,11214,3,0,3,"3,866","3,112",1915,1,C0,"1,590,000",6/16/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6400,42,,C0,8742 BAY 16TH STREET,,11214,3,0,3,"3,867","4,614",1899,1,C0,0,2/23/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6405,143,,C0,8746 19TH AVENUE,,11214,3,0,3,"2,209","2,745",2006,1,C0,0,10/21/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,10,,C0,8739 19TH AVENUE,,11214,3,0,3,"2,900","3,750",2020,1,C0,"2,392,888",2/16/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,11,,C0,8737 19 AVENUE,,11214,3,0,3,"2,900","3,750",2019,1,C0,"2,240,150",10/28/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,29,,C0,1914 BENSON AVENUE,,11214,3,0,3,"5,490","2,108",1901,1,C0,0,1/19/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,40,,C0,148 BAY 22ND STREET,,11214,3,0,3,"2,900","3,654",2020,1,C0,"2,341,975",12/16/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6406,42,,C0,N/A BAY 22ND STREET,,11214,3,0,3,"2,900","3,654",2020,1,C0,"2,341,975",12/16/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,7,,C0,141 BAY 23RD STREET,,11214,3,0,3,"3,300","3,003",1971,1,C0,"1,570,000",12/23/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6408,8,,C0,137 BAY 23RD STREET,,11214,3,0,3,"3,626","3,003",1955,1,C0,"1,820,000",4/29/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6409,55,,C0,144 BAY 25TH STREET,,11214,3,0,3,"5,800","2,372",1901,1,C0,"1,830,000",9/21/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,33,,C0,95 BAY 26TH STREET,,11214,3,0,3,"4,833","3,396",1925,1,C0,0,12/14/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6411,59,,C0,8732 21ST AVENUE,,11214,3,0,3,"1,933","2,400",1986,1,C0,0,2/23/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,29,,C0,8707 21 AVE,,11214,3,0,3,"1,933","2,680",1975,1,C0,0,6/10/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,64,,C0,134 BAY 28TH STREET,,11214,3,0,3,"5,800","3,919",1925,1,C0,"1,800,000",8/17/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6412,67,,C0,152 BAY 28TH STREET,,11214,3,0,3,"5,800","3,108",1925,1,C0,"1,800,000",4/28/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6414,53,,C0,8712 BAY PARKWAY,,11214,3,0,3,"3,867","3,755",1910,1,C0,"1,930,000",1/18/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6426,59,,C0,8808 15TH AVENUE,,11228,3,0,3,"3,867","3,073",1920,1,C0,0,10/12/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6429,44,,C0,8776 16TH AVENUE,,11214,3,0,3,839,"2,013",1926,1,C0,0,7/21/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6430,8,,C0,8839 16TH AVENUE,,11214,3,0,3,"1,513","2,620",1950,1,C0,"1,150,000",3/3/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6431,161,,C0,208 BAY 14TH STREET,,11214,3,0,3,"2,552","2,898",1960,1,C0,0,7/11/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6433,30,,C0,8789 17TH AVENUE,,11214,3,0,3,"2,900","1,470",1920,1,C0,0,8/22/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6436,41,,C0,190 BAY 19TH STREET,,11214,3,0,3,"1,272","2,286",1920,1,C0,0,2/16/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6439,14,,C0,8805 19TH AVENUE,,11214,3,0,3,"1,933","3,213",1910,1,C0,0,10/21/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6439,16,,C0,8801 19TH AVENUE,,11214,3,0,3,"1,933","3,213",1910,1,C0,"1,600,000",8/8/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6439,18,,C0,8797 19TH AVENUE,,11214,3,0,3,"1,933","3,213",1910,1,C0,"1,600,000",3/10/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,13,,C0,209 BAY 23RD STREET,,11214,3,0,3,"1,867","3,120",1910,1,C0,0,7/29/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6441,20,,C0,193 BAY 23RD STREET,,11214,3,0,3,"1,633","3,120",1910,1,C0,"995,000",11/8/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6442,12,,C0,8801 20TH AVE,,11214,3,0,3,"2,658","3,433",1960,1,C0,"1,580,000",11/23/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,12,,C0,205 BAY 25TH STREET,,11214,3,0,3,"3,383","3,593",1920,1,C0,"1,400,000",11/3/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,50,,C0,202 BAY 26TH STREET,,11214,3,0,3,"2,352","2,510",1950,1,C0,0,2/22/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6443,53,,C0,208 BAY 26TH STREET,,11214,3,0,3,"1,965","2,510",1950,1,C0,0,6/3/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6445,13,,C0,8807 21ST AVENUE,,11214,3,0,3,"3,867","4,136",1910,1,C0,"1,740,000",10/12/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6445,44,,C0,192 BAY 28TH STREET,,11214,3,0,3,"2,900","3,085",1975,1,C0,"1,980,000",7/15/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6447,141,,C0,8788 BAY PARKWAY,,11214,3,0,3,"1,933","2,860",1970,1,C0,0,11/14/2021
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6447,141,,C0,8788 BAY PARKWAY,,11214,3,0,3,"1,933","2,860",1970,1,C0,"230,000",8/12/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,110,,C0,261 BAY 10TH STREET,,11228,3,0,3,"3,867","3,496",1980,1,C0,"2,200,000",4/4/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6460,197,,C0,251 BAY 11TH STREET,,11228,3,0,3,"2,000","2,720",1950,1,C0,1,4/22/2022
3,BATH BEACH,03 THREE FAMILY DWELLINGS,1,6461,27,,C0,239 BAY 14TH STREET,,11214,3,0,3,"1,562","1,890",1940,1,C0,0,12/2/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6370,1103,,R3,"1843 BENSON AVE, 3",3,11214,1,,1,,,,1,R3,0,6/10/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6370,1201,,R3,"70 BAY 20TH STREET, 1A",1A,11214,1,,1,,,2006,1,R3,"690,000",6/8/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6370,1204,,R3,"70 BAY 20TH STREET, 2A",2A,11214,1,,1,,,,1,R3,"537,000",10/20/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6370,1209,,R3,"70 BAY 20TH STREET, 3C",3C,11214,1,,1,,,2007,1,R3,0,11/19/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6372,1001,,R3,"78 BAY 22 STREET, 1",1,11214,1,,1,,,2013,1,R3,0,9/19/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6372,1002,,R3,"78 BAY 22 STREET, 2",2,11214,1,,1,,,2013,1,R3,0,9/19/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6372,1008,,R3,"78 BAY 22ND STREET, 8",8,11214,1,,1,,,2013,1,R3,0,10/21/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6394,1003,,R3,"154 BAY 10TH STREET, 3",3,11228,1,,1,,,,1,R3,1,5/20/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6400,1113,,R3,"8728 BAY 16TH STREET, 3B",3B,11214,1,,1,,,,1,R3,"700,000",8/30/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6401,1005,,R3,"8715 BAY 16TH STREET, 2B",2B,11214,1,,1,,,,1,R3,"743,000",3/11/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6401,1006,,R3,"8719 BAY 16TH STREET, 3B",3B,11214,1,,1,,,,1,R3,"798,000",12/23/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6401,1012,,R3,"8711 BAY 16, 3D",3D,11214,1,,1,,,,1,R3,"750,000",11/15/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6405,1108,,R3,"155 BAY 20TH STREET, 3A",3A,11214,1,,1,,,,1,R3,"679,000",3/3/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6405,1117,,R3,"165 BAY 20TH STREET, 2C",2C,11214,1,,1,,,,1,R3,"750,000",9/2/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6406,1017,,R3,"8707 19TH AVENUE, 1B",1B,11214,1,,1,,,2018,1,R3,"910,000",12/20/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6413,1107,,R3,"155 BAY 28TH STREET, 2A",2A,11214,1,,1,,,2014,1,R3,"685,000",6/22/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1109,,,"210 BAY 7TH STREET, 1A",,11228,1,,1,,,2021,1,R3,"760,688",4/26/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1110,,,"210 BAY 7TH STREET, 1B",,11228,1,,1,,,2021,1,R3,"749,000",4/29/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1111,,,"210 BAY 7TH STREET, 1C",,11228,1,,1,,,2021,1,R3,"735,331",4/26/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1112,,,"210 BAY 7TH STREET, 1D",,11228,1,,1,,,2021,1,R3,"824,783",5/18/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1113,,,"210 BAY 7TH STREET, 2A",,11228,1,,1,,,2021,1,R3,"776,078",5/10/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1114,,,"210 BAY 7TH STREET, 2B",,11228,1,,1,,,2021,1,R3,"731,616",4/27/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1115,,,"210 BAY 7TH STREET, 2C",,11228,1,,1,,,2021,1,R3,"730,085",5/16/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6424,1117,,R3,"210 BAY 7TH STREET, 3A",3A,11228,1,,1,,,2021,1,R3,"789,144",6/29/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6424,1118,,R3,"210 BAY 7TH STREET, 3B",3B,11228,1,,1,,,2021,1,R3,"788,126",6/24/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6424,1119,,R3,"210 BAY 7TH STREET, 3C",3C,11228,1,,1,,,2021,1,R3,"793,217",6/16/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,,6424,1120,,,"210 BAY 7TH STREET, 3D",,11228,1,,1,,,2021,1,R3,"739,000",5/18/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6425,1203,,R3,"215 BAY 7TH STREET, 3A",3A,11228,1,,1,,,,1,R3,0,10/18/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6428,1002,,R3,"1540 BATH AVENUE, 2A",2A,11228,1,,1,,,,1,R3,"770,000",10/25/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6434,1044,,R3,"198 BAY 17TH STREET, 3H",3H,11214,1,,1,,,2007,1,R3,0,3/10/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6446,1005,,R3,"196 BAY 29TH STREET, 2B",2B,11214,1,,1,,,2001,1,R3,"694,000",2/24/2022
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6446,1104,,R3,"174 BAY 29TH STREET, 2B",2B,11214,1,,1,,,,1,R3,0,12/17/2021
3,BATH BEACH,04 TAX CLASS 1 CONDOS,1A,6459,1205,,R3,"8918 15TH AVENUE, 3A",3A,11228,1,,1,,,,1,R3,"797,500",1/13/2022
3,BATH BEACH,05 TAX CLASS 1 VACANT LAND,1B,6426,41,,V0,N/A 15TH AVENUE,,11228,0,0,0,"5,800",0,,1,V0,"1,910,000",10/20/2021
3,BATH BEACH,06 TAX CLASS 1 - OTHER,1,6362,10,,G0,73 BAY 11TH STREET,,11228,0,0,0,"3,259",0,1930,1,G0,"1,720,000",8/15/2022
3,BATH BEACH,06 TAX CLASS 1 - OTHER,1,6395,66,,G0,140 BAY 11TH STREET,,11228,0,0,0,"1,933",0,,1,G0,"1,399,000",1/13/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6363,16,,C2,"8661 16TH AVENUE, 16",,11214,6,0,6,"2,707","3,600",1909,2,C2,"1,250,000",9/15/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6365,14,,C2,61 BAY 14TH STREET,,11214,6,0,6,"2,790","3,708",1906,2,C2,0,3/11/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6365,25,,C3,33 BAY 14TH STREET,,11214,4,0,4,"2,817","2,400",1906,2,C3,0,3/29/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6365,25,,C3,33 BAY 14TH STREET,,11214,4,0,4,"2,817","2,400",1906,2,C3,"1,370,000",11/23/2021
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6365,28,,C3,"27 BAY 14TH STREET, 4",,11214,4,0,4,"3,142","2,400",1906,2,C3,"450,000",5/5/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6372,59,,C3,18 BAY 22 STREET,,11214,4,0,4,"2,900","3,520",1923,2,C3,"1,590,000",12/10/2021
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6374,27,,C3,57 BAY 23RD STREET,,11214,4,0,4,"2,417","3,175",1923,2,C3,"1,850,000",10/12/2021
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6397,53,,C3,106 BAY 13 STREET,,11214,4,0,4,"2,620","2,926",1923,2,C3,"1,575,000",6/22/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6397,71,,C3,"156 BAY 13TH STREET, 4",,11214,4,0,4,"4,333","2,400",1923,2,C3,"1,828,000",12/7/2021
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6400,57,,C2,8695 17TH AVENUE,,11214,5,0,5,"3,867","4,799",1905,2,C2,0,4/1/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6411,13,,C2,"143 BAY 26TH STREET, 6",,11214,6,0,6,"2,417","5,250",1922,2,C2,"1,432,000",11/8/2021
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6437,42,,C3,186 BAY 20TH STREET,,11214,4,0,4,"2,283","3,000",1926,2,C3,0,8/8/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2,6439,46,,C1,194 BAY 22ND STREET,,11214,16,0,16,"5,051","13,940",1916,2,C1,"3,550,000",5/19/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6440,18,,C3,"189 BAY 22ND STREET, 4",,11214,4,0,4,"2,372","3,120",1923,2,C3,"1,670,000",8/18/2022
3,BATH BEACH,07 RENTALS - WALKUP APARTMENTS,2A,6441,10,,C2,1961 CROPSEY AVENUE,,11214,5,0,5,"1,948","3,300",1907,2,C2,"1,500,000",9/7/2022
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"1259 SHORE PARKWAY, 3D",,11214,,,,,,1949,2,C6,"385,000",10/4/2021
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"1259 SHORE PARKWAY, A1",,11214,,,,,,1949,2,C6,"280,000",1/31/2022
3,BATH BEACH,09 COOPS - WALKUP APARTMENTS,2,6462,40,,C6,"1265 SHORE PARKWAY, C2",,11214,,,,,,1949,2,C6,"270,000",4/11/2022
